Student Name, Student Number,Semester:1 Period:1, Room,Semester:1 Period:2, Room,Semester:1 Period:3, Room,Semester:1 Period:4, Room,Semester:2 Period:1, Room,Semester:2 Period:2, Room,Semester:2 Period:3, Room,Semester:2 Period:4, Room,
"Billye,Noelani",456873762,SNC1D7,1065,PPL1O8,1024A,CGC1P1,1061,HIF1O1,2027,ENG1D1,PB11,FSF1O1,1060,MTH1W7,1065,BTT1O1,2024,
"Audre,Fleur",474669140,CLU3M1,1059,MDM4U1,2025,ENG4U1,2006,ICS3U1,2038,SPH3U1,2018,BAF3M1,2024,SBI4U1,1055,SCH3U1,1055,
"Fiann,Ralina",494780770,ENG2D1,1034,SNC2D1,1035,MPM2D1,2007,CHC2D1,2037,PPL2O8,1024B,AWC2O1,2004,BBI2O1,PB10,TGJ2O1,1032,
"Dallas,Shirleen",440903256,FSF3U1,PB6,EMPTY,Cafeteria,SBI3U6,1031,CIA4UE,PB4,PSK4U1,1061,ENG3UE,1063,MCR3U6,2025,SPH4U1,2044,
"Cyndy,Agata",437679666,MHF4U1,PB2,SCH4U1,2023,SPH4U1,2044,CHY4U1,PB5,PSK4U1,1061,SBI4U1,1055,ENG4U1,2006,MCV4U1,PB4,
"Eloise,Belva",486383834,SNC1P1,1044,EMPTY,Cafeteria,PPL1O8,1024B,CGC1D2,PB6,ENG1D2,PB5,BTT1O1,1033,EMPTY,Cafeteria,MTH1W1,2010A,
"Gigi,Roseanna",489935133,EMPTY,Cafeteria,AWC2O1,2005,CIE3M1,PB6,ENG2D1,1034,SBI3U6,1031,BAF3M1,2024,SNC2D2,1044,CHC2DG,2034,
"Kris,Noelle",464246683,HFA4U1,1014,ENG4U1,2006,HHG4M1,1062,CHY4U1,PB5,SPARE,Cafeteria,EMPTY,Cafeteria,CPW4U1,PB5,CLN4U1,PB9,
"Aleta,Jodie",435389892,EMPTY,Cafeteria,MCR3U1,PB10,ENG3U1,2009,CHY4U1,PB5,AVI3M1,2005,MCF3M1,PB5,SPARE,Cafeteria,DCO3OC,1059,
"Carolin,Maddy",409302109,ICS2O1,2038,TEJ2O1,1037,SNC2D1,1036,PAF2O9,1013,ENG2D1,1034,MPM2D1,2007,CHC2D1,2037,CIVCAR,PB11,
"Rea,Veda",496284078,AWQ4M1,2005,CIVCAR,PB11,SPARE,Cafeteria,SPARE,Cafeteria,HHG4M1,1062,SPARE,Cafeteria,HSB4U1,PB9,PPL4O9,1024B,
"Maurizia,Peg",498045331,SBI4U1,1055,MDM4U1,2025,HSB4U1,PB9,SPARE,Cafeteria,HHG4M1,1062,AWC4M1,2005,AVI4M1,2005,SPARE,Cafeteria,
"Gertruda,Tyne",455468824,MPM2DG,1062,HFN2O1,1014,MCR3U6,2025,HSP3U1,2024A,ENG2DG,1063,AMI2O1,1069,SNC2DG,2011,CHC2DG,2034,
"Annora,Fawne",473669637,TIJ1O1,2002A,ENG1D1,2035,FSF1P1,2024A,PPL1O9,1024A,CGC1D1,2009,EMPTY,Cafeteria,MTH1W1,1036,SNC1D2,1044,
"Denni,Betsey",427644220,AWQ4M1,2005,EMPTY,Cafeteria,SPARE,Cafeteria,SBI4U1,2011,HFA4U1,1014,BBB4M1,2027,TGV4M1,1032,SPARE,Cafeteria,
"Doralynn,Keelia",447801074,CLU3M1,1059,MBF3C1,1060,DCO3OC,2028,ENG3C1,PB2,SPARE,Cafeteria,SBI3C1,1031,HSP3U1,2024A,HPW3C1,PB2,
"Jo,Alyson",409965606,SCH4U1,2023,MHF4U1,PB2,MHF4U1,PB5,SBI4U1,2011,SPARE,Cafeteria,MCV4U1,PB3,HFA4U1,1014,SPARE,Cafeteria,
"Janella,Grayce",494043448,FSF3U1,PB6,MHF4U1,PB5,AWC3O1,2005,SCH3U1,1050,MCR3U1,2037,ENG3U1,2008,SBI4U1,1055,SPH3U1,2023,
"Stephana,Nananne",489939320,ENG4U1,2006,MHF4U1,PB2,MHF4U1,PB3,SPARE,Cafeteria,MCV4U1,PB4,IDC4UE,PB8,HSB4U1,PB9,BAT4M1,1062,
"Sofia,Prudence",475521051,SBI3U1,1031,COP3X9,2001,SPARE,Cafeteria,ENG3U1,2009,SCH3U1,1044,MCR3U1,2037,CLU3M1,1059,TDJ3M1,1037,
"Kylie,Inga",451032749,SNC1D1,1050,ENG1D1,2035,PPL1O8,1024B,FSF1D1,1033,CGC1D1,2009,MTH1W1,2010A,CHC2D1,2037,BTT1O1,2024,
"Fina,Shaylynn",424367384,FSF1D1,1033,SNC1D1,2023,TIJ1O1,2002A,ENG1D1,2035,BTT1O1,2024,CGC1D1,2010,EMPTY,Cafeteria,PPL1O9,1024A,
"Idalia,Yolande",418145467,ENG2D1,1059A,AVI2O1,2004,ESLEO1,1063,PPL2O9,1024B,CHC2D1,2036,SNC2D1,1035,MPM2D1,2008,CIVCAR,PB11,
"Hatti,Elke",425985331,HSP3U1,2024A,SCH3U1,1055,MCR3U1,PB2,HFC3M1,1014,AVI3M1,2005,FSF1O1,1060,ENG3U1,2009,SBI3U1,1031,
"Donnamarie,Ammamaria",414381290,ICS2O1,2038,TEJ2O1,1037,ENG2D1,1034,SNC2D1,1035,SNC2D1,1035,CIVCAR,PB11,CHC2D1,2036,TGJ2O1,1032,
"Theodosia,Kippy",457131874,SNC1DG,2011,ENG1DG,1059,TIJ1O1,2002A,CGC1DG,2026,BTT1O1,2024,FSF1DG,1059,BBI2O1,PB10,MTH1WG,2026,
"Genevieve,Bertine",465442787,MCR3U6,2025,SPARE,Cafeteria,HHG4M1,1062,ENG3UE,1063,AVI3M1,2005,BAF3M1,2024,AMI3M1,1069,DCO3OC,1059,
"Jackqueline,Cally",417395903,MHF4U1,PB5,SCH4U1,2023,ENG4U1,2006,SPARE,Cafeteria,PSK4U1,1061,SPARE,Cafeteria,SBI4U1,1055,EMPTY,Cafeteria,
"Dorette,Farrand",498807268,SNC1D7,1065,TIJ1O1,2002A,MTH1W7,1065,PPL1O9,1024A,FSF1D1,1033,ENG1D1,2035,EMPTY,Cafeteria,CGC1D1,2010,
"Thomasa,Colly",483807410,SBI3U1,1031,SCH3U1,1055,DCO3OC,2028,ENG3U1,2008,SPARE,Cafeteria,MCR3U1,2037,BAF3M1,2024,HPW3C1,PB2,
"Carmina,Tallulah",454502258,FSF1O1,1060,ESLCO1,PB4,ESLDO1,2034,MTH1W1,2010A,SNC1P1,1044,BTT1O1,1033,EMPTY,Cafeteria,CGC1P1,1061,
"Carina,Adara",484417720,SNC1D1,1050,ENG1D1,2035,TIJ1O1,2002A,CGC1D1,2010,MTH1W1,2010A,BTT1O1,1033,FSF1D1,1033,PPL1O9,1024A,
"Arly,Lyndsey",414594257,CLU3M1,1059,BBI2O7,1065,TGJ2O1,1032,IDC3OE,1065,ENG2D1,1059A,CHC2D1,2036,SNC2D2,1044,MPM2D2,PB5,
"Mariana,Doe",459024187,MCR3U1,2037,COP3X#,2001,SPARE,Cafeteria,SCH3U1,1050,EMPTY,Cafeteria,HFC3M1,1014,HSP3U1,2024A,HPW3C1,PB2,
"Eva,Cordelie",453396334,MCR3U1,2037,COP3X9,2001,HHG4M1,1062,SPH3U1,1059,PSK4U1,1061,SCH3U6,2011,SCH4U1,2023,ENG4U1,2006,
"Livy,Korella",499773861,ENG2D1,1059A,MPM2D1,2008,CIVCAR,PB11,BBI2O1,PB10,CLU3M1,1059,TEJ2O1,1037,CLU3M1,1059,SNC2D1,1036,
"Danita,Jermaine",481767643,FSF1D1,1033,SNC1D1,2023,MTH1W1,2010A,BTT1O1,2024,ENG1D1,2035,CGC1D1,2010,EMPTY,Cafeteria,PPL1O9,1024A,
"Annabela,Jordan",426550529,CIVCAR,2010,HFN2O1,2024A,SNC2D1,1036,CHC2D1,1061,PPL2O8,1024B,ENG2D1,1034,FSF2D1,2028,MPM2D1,2007,
"Gilberte,Billie",460728091,MPM2D1,2007,FSF2D1,2028,ENG2D1,1034,SNC2D1,1035,CIVCAR,2010,BBI2O1,PB10,CHC2D1,2036,HFN2O1,1014,
"Janeta,Kristan",404284534,PPL1O9,1024A,SNC1D1,2023,TIJ1O1,2002A,CGC1D1,2010,BTT1O1,2024,ENG1D1,2035,FSF1D1,1033,MTH1W1,2010A,
"Lurleen,Melita",454559594,SPH3U1,1050,ICS3U6,2038A,ENG3U1,2009,SBI3U1,1031,TEJ3M1,1037,TGV3M1,1032,AMI3M1,1069,MCR3U6,2025,
"Antonetta,Willetta",476655633,SCH4U1,2023,ENG4U1,2006,MHF4U1,PB5,SBI3U1,1031,MCV4U1,PB4,SPARE,Cafeteria,SBI4U1,1055,SPH4U1,2044,
"Stephani,Diann",458630958,MCR3U6,2025,COP3X9,2001,SBI3U6,1031,SPH3U1,2044,SPH4U1,2044,SCH3U6,2011,PAF4O9,1013,SPARE,Cafeteria,
"Valerye,Torey",421836126,CIVCAR,PB11,AVI2O1,2004,MPM2D1,2007,CHC2D1,2037,IDC3OE,1065,ENG2D1,1059A,SNC2D2,1044,BBI2O7,1065,
"Glennie,Sandy",406307917,IDC4U3,PB8,SCH4U1,2018,MHF4U1,PB3,ADB4M1,1070,ENG4U1,2006,EMPTY,Cafeteria,MCV4U1,PB4,SPARE,Cafeteria,
"Sydney,Reba",487362930,MCR3U1,2037,SPARE,Cafeteria,DCO3OC,2028,ENG3U1,2008,PSK4U1,1061,SCH3U1,2023,ENG4U1,2010A,SBI3U1,1031,
"Dorice,Rosanna",429008147,CGC1D1,2009,PPL1O9,1024A,FSF1P1,2024A,SNC1D1,1050,ENG1D1,PB11,MTH1W1,PB1,GLE1O1,1063,HIF1O1,2027,
"Mandie,Katherina",405378223,SPARE,Cafeteria,SCH3U1,1055,TDJ3M1,1037,ICS3U1,2038,SPH3U1,2018,DCO3OC,2028,MCR3U1,PB6,ENG3U1,2008,
"Katerine,Miranda",481980471,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,ENG4U1,2010A,EMPTY,Cafeteria,
"Gaynor,Devon",435877226,AMI2O1,1069,BBI2O7,1065,CHC2D1,2036,ENG2D1,1059A,IDC3OE,1065,MPM2D1,2007,TEJ2O1,1037,SNC2D1,1036,
"Alyda,Zsa Zsa",483946571,MPM2D1,2007,ENG2D1,1034,CIVCAR,PB11,FSF2D1,2028,CHC2D1,2036,TEJ2O1,1037,TEJ2O1,1037,PAF2O9,1013,
"Lainey,Velvet",417133640,CIVCAR,2010,MPM2D1,2008,SNC2D1,1036,CHC2D1,1061,ICS2O1,2038,AWC2O1,2004,BBI2O1,PB10,ENG2D1,1034,
"Nissie,Nelli",466007890,FSF1O1,1060,AVI2O1,2004,SNC2P1,1044,AWL3M1,2005,ENG3U1,2008,TGV3M1,1032,ENG2D1,1034,MBF3C1,1060,
"Keriann,Lurline",414004283,PPL4O9,1024B,SCH4U1,2018,ICS4U1,2038,MHF4U1,PB3,SPARE,Cafeteria,ENG4U1,2006,SPH4U1,2044,MCV4U1,PB4,
"Kore,Cybil",454854534,MHF4U1,PB5,SCH4U1,2023,FSF4U1,1060,MHF4U1,PB3,ENG4U1,2006,SBI4U1,1055,MCV4U1,PB4,SPARE,Cafeteria,
"Dora,Regina",478228507,ENG4U1,2010A,COP3X9,2001,SPH3U1,1044,PSK4U1,1061,HHG4M1,1062,SCH3U6,2011,MCR3U1,PB6,SPARE,Cafeteria,
"Danita,Sarita",416236626,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,
"Madelaine,Goldarina",405013689,ENG1D1,2035,BOH4M1,PB9,TIJ1O1,2002A,PPL1O9,1024A,CGC1D1,2009,SNC1D7,1065,MTH1W7,1065,FSF1P1,2024A,
"Marne,Tammie",427099627,CIVCAR,2010,ICS2O1,2038,ESLDO1,2034,ENG2D1,1034,MPM2D1,2007,CHC2D1,2036,FSF2D1,2028,SNC2D1,1035,
"Darryl,Tresa",497332539,ENG1D1,2035,SNC1D1,2023,ENG1D1,2035,BTT1O1,2024,FSF1D2,PB2,CGC1D1,2009,PPL1O8,1012,ENG1D1,2035,
"Morissa,Kerstin",449951310,ICS4UE,2038A,ENG4U1,2007,SCH4U1,1044,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,MCV4U1,PB4,SPH4U1,2044,
"Ulrikaumeko,Cornie",469145430,SNC1D7,1065,CGC1D1,2010,TIJ1O1,2002A,PPL1O9,1024A,ENG1D1,2035,FSF1P1,2024A,MTH1W7,1065,BTT1O1,2024,
"Dayle,Dayle",400030580,MHF4U1,PB2,MHF4U1,PB3,SCH4U1,1044,SPH3U1,2044,BOH4M1,PB9,MCV4U1,PB4,BBB4M1,2027,SCH3U1,1055,
"Annemarie,Mirelle",470286509,SNC1D7,1065,TIJ1O1,2002A,CGC1D1,2010,CGC1D1,2010,PPL1O9,1012,BTT1O1,1033,MTH1W7,1065,FSF1D1,1033,
"Gizela,Pippy",421242300,ICS2O1,2038,HFN2O1,1014,ENG1D1,2035,BBI2O1,PB10,PPL1O9,1012,SNC1D1,1050,CGC1D1,2010,FSF1P1,2024A,
"Sibeal,Adella",472731778,PAI1O1,2028,EMPTY,Cafeteria,TIJ1O1,2002A,CGC1D1,2010,MTH1W1,2010A,SNC1D1,1050,FSF1D1,1033,CGC1D1,2010,
"Jacquelyn,Lola",480837660,FSF1D1,1033,PPL1O8,1024A,ENG1D1,2035,SNC1D1,1050,BTT1O1,2024,CGC1D1,2010,EMPTY,Cafeteria,MTH1W1,2010A,
"Darsie,Gizela",417965151,MCR3U6,2025,ICS3U6,2038A,BAF3M1,2024,SPH3U1,2044,CLU3M1,1059,SCH3U1,2023,FSF3U1,PB6,ENG3U1,2008,
"Bernette,Carmencita",466712423,MHF4U1,PB4,COP3X#,2001,CIA4U1,PB4,HSP3U1,2024A,SBI3U6,1031,ENG3U1,2008,SCH4U1,2023,SPARE,Cafeteria,
"Jolene,Filide",463439657,CHC2D1,2036,TEJ2O1,1037,SNC2D1,1036,CIVCAR,PB11,PPL2O8,1024B,AWC2O1,2004,MPM2D1,2007,ENG2D1,1034,
"Wallie,Jeni",427881783,SNC1P1,1044,ENG1D1,2035,CGC1P1,1061,HIF1O1,2027,FSF1D1,1033,PPL1O8,1024B,MTH1W1,1036,BTT1O1,2024,
"Franni,Shauna",474321024,BAF3M1,2024,BMI3C1,1061,MHF4U6,PB3,ENG3UE,1063,SPH3U1,2018,SCH3U6,2011,MCV4UE,PB3,SBI3U1,1031,
"Kelli,Neysa",427738552,SPH3U1,1050,COP3X9,2001,SBI3U6,1031,MDM4U1,2025,HSP3U1,2024A,SCH3U6,2011,ICS3U6,2038A,SPARE,Cafeteria,
"TEirtza,Cybill",455460846,ENG1DG,2027,PPL1O8,1024A,HIF1O1,2027,CGC1DG,2026,SNC1DG,2011,FSF1DG,1059,EMPTY,Cafeteria,MTH1WG,2026,
"Laryssa,Jackquelin",466392832,SCH4U1,2023,MHF4U1,PB5,SBI4U1,1055,MDM4U1,2025,PSK4U1,1061,SPH4U1,2044,MCV4U1,PB4,SPARE,Cafeteria,
"Maxie,Darby",486436914,MPM2D1,2007,HFN2O1,1014,SNC2D1,1035,BBI2O1,PB10,ENG2D1,1034,MPM2D1,2007,CIVCAR,PB11,TGJ2O1,1032,
"Fidelity,Mabelle",459011990,MHF4U1,PB2,BAT4M1,1062,SCH4U1,2023,SPARE,Cafeteria,MCV4U1,PB4,SPARE,Cafeteria,ENG4U1,2006,SPH4U1,2044,
"Corny,Livvie",480481390,CLU3M1,1059,COP3X#,2001,SPARE,Cafeteria,SBI3U1,1031,SCH3U1,1044,MCF3M1,PB5,ENG3U1,2009,CIVCAR,PB11,
"Tybi,Audry",409507007,MDM4UE,1061,ICS3U6,2038A,MCR3U6,2025,CIA4UE,PB4,SBI3U6,1031,ENG3UE,1063,MCR3U6,2025,SPH3U1,2023,
"Susanne,Wilow",455530493,SBI4U1,1055,MHF4U1,PB2,MHF4U1,PB5,SPARE,Cafeteria,SCH4U1,1044,MCV4U1,PB3,HSB4U1,PB9,SPARE,Cafeteria,
"Gayel,Lenna",421611004,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,
"Misti,Nadia",405230787,TIJ1O1,2002A,PPL1O9,1024A,CGC1D1,2010,ENG1D1,2035,FSF1D2,PB2,SNC1D7,1065,MTH1W7,1065,AMI1O1,1069,
"Loralyn,Brunhilde",491549097,TEJ3M1,1037,SPARE,Cafeteria,MHF4U1,PB5,SCH3U6,1044,ICS3U6,2038A,ENG3UE,1063,AMI3M1,1069,SPH3U1,2023,
"Isadora,Rosella",436573932,AWQ4M1,2005,SPARE,Cafeteria,FSF4U1,1060,EWC4U1,2034,EMPTY,Cafeteria,EMPTY,Cafeteria,CPW4U1,PB5,CLN4U1,PB9,
"Marney,Bibbie",407094440,MHF4U1,PB2,SCH4U1,2023,SPH4U1,2044,SBI4U1,2011,MCV4U1,PB4,BBB4M1,2027,HFA4U1,1014,SPARE,Cafeteria,
"Devinne,Kanya",460171136,ENG2D1,1059A,HFN2O1,1014,SNC2P1,1044,AMI1O4,1069,CIVCAR,2010,CHC2P1,PB9,ADA2O1,1070,MFM2P1,PB8,
"Odette,Ami",466859815,MCR3U1,2037,PPL3O9,1024B,BAF3M1,2024,ENG3U1,2008,SCH3U1,2023,HFC3M1,1014,SPH3U1,2018,SBI3U1,1031,
"Suzie,Merrielle",400440107,ENG4U1,2006,BAT4M1,1062,BAF3M1,2024,HZT4U1,1062,HFA4U1,1014,SPARE,Cafeteria,TGV4M1,1032,SPARE,Cafeteria,
"Minnnie,Nerta",410158217,ENG2DG,1063,AWC2O1,2005,BBI2O1,PB10,ICS2OG,2038A,CIVCAR,2010,MPM2DG,1062,SNC2DG,2011,CHC2DG,2034,
"Ingaborg,Elyse",496333166,AWQ4M1,2005,MHF4U1,PB5,HSB4U1,PB9,EMPTY,Cafeteria,ENG4U1,2006,EMPTY,Cafeteria,AVI4M1,2005,SPARE,Cafeteria,
"Melita,Fanechka",400616220,ENG4U1,2010A,BAT4M1,1062,MHF4U1,PB5,SPARE,Cafeteria,MCV4U1,PB6,BBB4M1,2027,HFA4U1,1014,SPARE,Cafeteria,
"Rosy,Audrie",402123510,HFA4U1,1014,BBB4M1,2027,SBI4U1,1055,EMPTY,Cafeteria,ENG4U1,2006,MDM4U1,2025,FSF4U1,1060,SPARE,Cafeteria,
"Evonne,Lydie",414307760,MHF4U1,PB4,SCH4U1,2023,SPH4U1,2044,SPARE,Cafeteria,SBI4U1,1055,ENG4U1,2006,AVI4M1,2005,MCV4U1,PB3,
"Sileas,Melinde",418940412,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,
"Peri,Shaine",404845860,BBI2O1,PB10,HFN2O1,2024A,SNC2P1,1044,CHC2D1,2037,CIVCAR,2010,AWC2O1,2004,ENG2D1,1034,MFM2P1,PB8,
"Meredith,Pansie",420332555,ENG2D1,1034,SNC2D1,1036,CHC2D1,2036,MPM2D1,2007,PPL2O8,1024B,CIVCAR,PB11,FSF2D1,2028,BBI2O1,PB10,
"Lynett,Sayre",463337114,SNC1D1,1050,PPL1O8,1024A,MTH1W1,2010A,AMI1O4,1069,FSF1D2,PB2,CGC1D1,2009,GLE1O1,1063,HIF1O1,2027,
"Emelyne,Margi",412906901,PPL1O9,1024A,HFN2O1,1014,ENG1D1,2035,CGC1D2,PB6,BTT1O1,2024,SNC1D7,1065,MTH1W7,1065,FSF1D1,1033,
"Lucienne,Ronnie",493314157,ENG2D1,1059A,PPL3O9,1024B,MPM2D1,2007,CHC2D1,1061,SNC2D1,1035,BBI2O1,PB10,CIVCAR,PB11,TGJ2O1,1032,
"Jodi,Viviene",476254569,TIJ1O1,2002A,ENG1D1,2035,FSF1P1,2024A,HIF1O1,2027,SNC1D1,1050,PPL1O8,1024B,EMPTY,Cafeteria,CGC1P1,1061,
"Leontyne,Gerri",465069750,TEJ4M1,1032,MHF4U1,PB3,SPH4U1,2044,SPARE,Cafeteria,TDJ4M1,1032,MCV4U1,PB4,ENG4U1,2010A,ICS4U1,2038,
"Dot,Kelsi",418633192,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,
"Madeline,Verina",403936520,SNC1DG,2011,ENG1DG,1059,FSF1DG,1059,CGC1DG,2026,PAI1O1,2028,MTH1WG,2026,EMPTY,Cafeteria,AMI1O1,1069,
"Kikelia,Rhonda",432706769,TIJ1O1,2002A,MTH1W1,2010A,HIF1O1,2027,FSF1D1,1033,SNC1P1,1044,CGC1D1,2010,GLE1O1,1063,PAI1O1,2028,
"Justine,Estell",403371284,SBI4U1,1055,ENG4U1,2006,MHF4U1,PB3,SPARE,Cafeteria,SCH4U1,1044,SPARE,Cafeteria,MCV4U1,PB3,SPH4U1,2044,
"Devin,Kiah",406398246,SCH4U1,2023,ENG4U1,2006,MHF4U1,PB5,MDM4U1,2025,SBI4U1,1055,MCV4U1,PB4,SPH4U1,2044,ICS4UE,2038A,
"Atlante,Farrah",404243768,ADA3M1,1070,ICS3U6,2038A,MCR3U1,PB2,SBI3U1,1031,ICS3U6,2038A,DCO3OC,2028,ICS3U6,2038A,SBI3U1,1031,
"Keely,Gwenora",436868907,SNC1P1,1044,MTH1W1,2010A,FSF1P1,2024A,ENG1P1,PB2,PPL1O9,1012,FSF1P1,2024A,GLE1O1,1063,CGC1P1,1061,
"Marga,Becky",481989017,HFA4U1,1014,COP3X#,2001,HSB4U1,PB9,IDC4U1,PB8,BOH4M1,PB9,SPARE,Cafeteria,ENG4U1,2006,EMPTY,Cafeteria,
"Alta,Joni",429945988,PAI1O1,2028,FSF1D1,1033,PPL1O8,1024B,FSF1D1,1033,ENG1D1,PB11,ENG1D1,2035,CGC1D1,2010,FSF1D1,1033,
"Gabbi,Delcina",489021440,EMPTY,Cafeteria,FSF1D1,1033,HIF1O1,2027,SNC1D1,1050,ENG1D1,PB11,PPL1O8,1024B,MTH1W1,1036,CGC1D1,2010,
"Gill,Laney",406635802,ENG1DG,2027,ENG1DG,1059,SNC1DG,2011,CGC1DG,2026,SNC1DG,2011,FSF1DG,1059,EMPTY,Cafeteria,MTH1WG,2026,
"Rina,Melisse",445073313,ENG4U1,2010A,TDJ4M1,1032,MHF4U1,PB3,SPARE,Cafeteria,MDM4U1,2025,AWC4M1,2005,MCV4U1,PB3,SPARE,Cafeteria,
"Fredra,Brynne",454247988,MDM4UE,1061,SBI4UE,1031,SCH4U1,2023,SPARE,Cafeteria,PSK4U1,1061,IDC4UE,PB8,ENG4UE,2034,SPARE,Cafeteria,
"Ferne,Tybi",444327762,MHF4U1,PB5,ENG4U1,2006,SCH4U1,2023,SPARE,Cafeteria,PSK4U1,1061,SPH4U1,2044,ICS4U1,2038,MCV4U1,PB4,
"Holly-Anne,Lilli",408368508,PAI1O1,2028,MTH1W1,2010A,FSF1P1,2024A,ENG1D1,2035,SNC1D1,1050,FSF1P1,2024A,SNC1D1,2011,CGC1P1,1061,
"Tanhya,Estrellita",400583383,CLU3M1,1059,MDM4U1,2025,ICS3U1,2038A,ENG3U1,2008,HSP3U1,2024A,BAF3M1,2024,HZT4U1,1062,MCR3U1,2037,
"Sandi,Gillian",450717668,CLU3M1,1059,COP3X#,2001,SCH3U1,1044,SPARE,Cafeteria,MCR3U1,2037,ENG4U1,2006,CPW4U1,PB5,ADA3M1,1070,
"Celinda,Fern",407483760,ENG4U1,2006,EMPTY,Cafeteria,SPARE,Cafeteria,ENG3U1,2009,GLE4O1,1060,CGG3O1,PB6,PAF4O9,1013,ENG3U1,2009,
"Edith,Eba",461981364,CIVCAR,PB11,AVI2O1,2004,SNC2P1,1044,PPL2O9,1024B,GLE2O1,PB3,AWC2O1,2004,ENG2P1,PB2,MFM2P1,PB8,
"Sandra,Inge",416863644,MCR3U6,2025,SCH3U1,1055,ENG3U1,2009,SBI3U1,1031,TEJ3M1,1037,BAF3M1,2024,SPH4U1,2044,ICS4UE,2038A,
"Nicolina,Jennee",404739419,CLU3M1,1059,BMI3C1,1061,SCH3U1,1044,HSP3U1,2024A,MCR3U1,2037,SBI3U1,1055,BAF3M1,2024,ENG3U1,2009,
"Jacquie,Pearle",495911110,SNC2D1,1035,HFN2O1,1014,CIVCAR,PB11,CHC2P1,PB9,GLE2O1,PB3,ADB2O1,1070,ENG2P1,PB2,PAF2O9,1013,
"Brandice,Terri",465852047,MTH1WG,2026,ENG1DG,1059,SNC1DG,2011,CGC1DG,2026,BTT1O1,2024,FSF1DG,1059,BBI2O1,PB10,AMI1O1,1069,
"Inesita,Jordan",442849065,ENG4UE,2034,BBB4M1,2027,HSB4U1,PB9,EWC4U1,2034,EMPTY,Cafeteria,IDC4UE,PB8,CPW4U1,PB5,CLN4U1,PB9,
"Kay,Linnie",421192782,MTH1W1,1036,PPL1O8,1024A,FSF1P1,2024A,ENG1D1,2035,BTT1O1,2024,CGC1D1,2009,EMPTY,Cafeteria,SNC1D2,1044,
"Idalina,Flora",499601555,MHF4U1,PB5,SCH4U1,2018,ENG4U1,2006,SBI4U1,2011,TDJ4M1,1032,MDM4U1,2025,ICS4U1,2038,MCV4U1,PB4,
"Dorris,Wilow",420885571,ENG4UE,2034,SBI4UE,1031,MHF4U1,PB5,SPARE,Cafeteria,SPH4U1,2044,SPARE,Cafeteria,MCV4U1,PB3,ICS4UE,2038A,
"Sydelle,Hedy",496156868,ENG2DG,1063,TEJ2O1,1037,MCR3U6,2025,BBI2O1,PB10,ICS3U6,2038A,MPM2DG,1062,SNC2DG,2011,CHC2DG,2034,
"Elfrieda,Glori",487264338,MPM2DG,1062,CHC2DG,2034,HFN2O1,1014,EMPTY,Cafeteria,ENG2DG,1063,AMI2O1,1069,SNC2DG,2011,TGJ2O1,1032,
"Crystie,Matilda",410404136,PPL1O9,1024A,TIJ1O1,2002A,SNC1D1,1050,BTT1O1,2024,ENG1D1,PB11,CGC1D1,2009,FSF1D1,1033,MTH1W1,2010A,
"Alfy,Tallie",466507439,FSF1O1,1060,ESLCO1,PB4,PPL1O8,1024B,MTH1W1,2010A,BTT1O1,2024,PPL1O8,1024B,EMPTY,Cafeteria,CGC1P1,1061,
"Valry,Charline",490004565,HSP3U1,2024A,BMI3C1,1061,DCO3OC,2028,ENG3U1,2008,SPARE,Cafeteria,HFC3M1,1014,FSF3U1,PB6,MCR3U1,2037,
"Latrena,Mariska",444299033,PPL4O9,1024B,BAT4M1,1062,SPARE,Cafeteria,SPARE,Cafeteria,BOH4M1,PB9,MCV4U1,PB4,IDC4U1,PB8,CLN4U1,PB9,
"Hynda,Korrie",481919450,SCH4U1,2023,SPARE,Cafeteria,ENG4U1,2006,SPARE,Cafeteria,GLE4O1,1060,MCV4U1,PB4,SBI4U1,1055,SPARE,Cafeteria,
"Lindsey,Carolee",492937218,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,
"Nessy,Zorine",468215425,ENG2D1,1034,HFN2O1,1014,SNC2D1,1036,CIVCAR,PB11,ICS2O1,2038,AWC2O1,2004,MPM2D1,2008,BBI2O1,PB10,
